timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,eth_balance,steth_balance,source,pool_type,priority
2024-07-24 03:31:17.148068,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1519235618898473,0.0,0,42407.72371225765,12298.656078200782,34850.01628108911,self_built,eth_pool,2
2024-07-24 09:31:17.148065,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1044719152753952,0.0,0,42294.9186737755,12653.27633799239,34278.314158279056,self_built,eth_pool,2
2024-07-24 15:31:17.148059,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1205619729621101,0.0,0,42546.9117510315,12441.403297049763,35247.02730097755,self_built,eth_pool,2
2024-07-24 21:31:17.148056,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1054810348794273,0.0,0,41545.50054786702,12372.841779473383,34366.8604419401,self_built,eth_pool,2
2024-07-25 03:31:17.148052,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1038983715129458,0.0,0,42176.70437725764,12380.799421281203,34525.27776524649,self_built,eth_pool,2
2024-07-25 09:31:17.148049,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.147346326156798,0.0,0,42623.120243710626,11799.671865252058,34911.39060710379,self_built,eth_pool,2
2024-07-25 15:31:17.148045,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0899964437712608,0.0,0,42534.71589102894,12397.392985902461,34883.66205066248,self_built,eth_pool,2
2024-07-25 21:31:17.148038,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0877902399031691,0.0,0,42269.80066475224,12563.339833173359,35290.222768713444,self_built,eth_pool,2
2024-07-26 03:31:17.148034,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.116606427504062,0.0,0,41688.66509086203,13052.20306267844,34711.7941801122,self_built,eth_pool,2
2024-07-26 09:31:17.148031,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0957074386884982,0.0,0,42438.94810753087,12369.763549782316,34293.79891645826,self_built,eth_pool,2
2024-07-26 15:31:17.148026,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1148493304298206,0.0,0,42152.500645033244,12974.447942989194,35756.071931386665,self_built,eth_pool,2
2024-07-26 21:31:17.148023,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1536348889766384,0.0,0,42628.115416912675,12203.818894381242,34643.30175183796,self_built,eth_pool,2
2024-07-27 03:31:17.148019,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1310122291975948,0.0,0,42205.92504212986,12881.98017272087,35423.59523767735,self_built,eth_pool,2
2024-07-27 09:31:17.148015,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.104212197588631,0.0,0,42136.441561153064,12328.890652232501,35168.33455952801,self_built,eth_pool,2
2024-07-27 15:31:17.148011,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.10644321870659,0.0,0,41725.20689960973,12479.249464780281,34879.380454919185,self_built,eth_pool,2
2024-07-27 21:31:17.148007,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1302066660865369,0.0,0,42835.59759423188,12339.070590038571,35249.801641297425,self_built,eth_pool,2
2024-07-28 03:31:17.148003,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0975757199051142,0.0,0,42643.22309785544,12682.179513877558,36515.35903770308,self_built,eth_pool,2
2024-07-28 09:31:17.148000,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1346505675317904,0.0,0,42198.73742318349,12560.105088133585,34229.62186964839,self_built,eth_pool,2
2024-07-28 15:31:17.147995,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1186325612519878,0.0,0,42367.604984124315,12477.043736956284,34954.75434374899,self_built,eth_pool,2
2024-07-28 21:31:17.147992,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1063962027542793,0.0,0,42438.87994094734,12612.611445136974,35540.21533950594,self_built,eth_pool,2
2024-07-29 03:31:17.147988,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1149251196824688,0.0,0,41719.63271099806,13052.912393264865,35733.57272632994,self_built,eth_pool,2
2024-07-29 09:31:17.147984,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0972572182639582,0.0,0,42336.07606925873,12357.472335566828,35057.73756857124,self_built,eth_pool,2
2024-07-29 15:31:17.147980,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1259103331070928,0.0,0,42543.84057961933,12743.279069402317,34498.019153186535,self_built,eth_pool,2
2024-07-29 21:31:17.147976,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1057599621085321,0.0,0,41651.03909379133,12267.288033474177,33781.39710795057,self_built,eth_pool,2
2024-07-30 03:31:17.147972,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1263066641592188,0.0,0,42292.101828549174,12237.636937153462,35422.835211988924,self_built,eth_pool,2
2024-07-30 09:31:17.147969,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1189841066549575,0.0,0,42226.469676186476,12439.616188035785,33823.04605414314,self_built,eth_pool,2
2024-07-30 15:31:17.147965,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1442588669798934,0.0,0,42217.5970613711,12575.036649960975,35904.07307346236,self_built,eth_pool,2
2024-07-30 21:31:17.147961,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1130523165803736,0.0,0,42869.6260439888,12119.450611383812,35234.077330641885,self_built,eth_pool,2
2024-07-31 03:31:17.147957,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1310336363833138,0.0,0,42053.053312747055,12496.62588555073,34351.52558375057,self_built,eth_pool,2
2024-07-31 09:31:17.147953,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1108785416273423,0.0,0,42036.481466130426,12647.092025247859,35816.14705299972,self_built,eth_pool,2
2024-07-31 15:31:17.147949,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1246830315352268,0.0,0,42753.240509094605,12577.956818097584,34324.84101295453,self_built,eth_pool,2
2024-07-31 21:31:17.147945,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0819445698067327,0.0,0,42740.13330861361,12406.03119527686,33850.030195233056,self_built,eth_pool,2
2024-08-01 03:31:17.147942,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1056722151443397,0.0,0,42635.964735186564,12316.153827960077,35540.67736388123,self_built,eth_pool,2
2024-08-01 09:31:17.147938,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0833535153409712,0.0,0,42362.93849289554,12674.960405325346,35992.05448879647,self_built,eth_pool,2
2024-08-01 15:31:17.147934,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0923098651619199,0.0,0,42346.74723670445,12662.87139721167,35705.93591736214,self_built,eth_pool,2
2024-08-01 21:31:17.147930,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1367387043072659,0.0,0,43057.25442511165,12259.65576696453,35001.88237916484,self_built,eth_pool,2
2024-08-02 03:31:17.147926,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1180005273984062,0.0,0,42450.86421559374,11934.385724636371,34572.85462468156,self_built,eth_pool,2
2024-08-02 09:31:17.147922,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.099881280830976,0.0,0,42264.90644118963,12140.718405051362,35285.274144692645,self_built,eth_pool,2
2024-08-02 15:31:17.147918,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1124193518259184,0.0,0,42897.72214626558,13085.607184131044,34629.5194477003,self_built,eth_pool,2
2024-08-02 21:31:17.147915,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1548383486223288,0.0,0,41908.49220323332,12219.540436720605,35803.979815681516,self_built,eth_pool,2
2024-08-03 03:31:17.147911,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1222028264578052,0.0,0,42997.85032427831,12878.599887584924,34471.64430569205,self_built,eth_pool,2
2024-08-03 09:31:17.147907,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.162236146018828,0.0,0,42053.633864337215,12313.816205349336,34758.91618743519,self_built,eth_pool,2
2024-08-03 15:31:17.147903,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.078486735821091,0.0,0,42474.537473750424,12483.966636101895,34849.54472105463,self_built,eth_pool,2
2024-08-03 21:31:17.147899,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0990547220471707,0.0,0,42275.05009497029,12670.731404101562,34884.92278547908,self_built,eth_pool,2
2024-08-04 03:31:17.147895,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1407551495457444,0.0,0,42243.21097292975,12605.260899949659,34700.955813726854,self_built,eth_pool,2
2024-08-04 09:31:17.147892,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0909304056379254,0.0,0,42187.69050294679,12886.40380256472,34713.74953957603,self_built,eth_pool,2
2024-08-04 15:31:17.147888,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.147724559825606,0.0,0,42458.57308233205,12634.122154356532,34918.3134043799,self_built,eth_pool,2
2024-08-04 21:31:17.147884,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1223544802245005,0.0,0,43294.783931006335,12453.939220883825,35589.79582353671,self_built,eth_pool,2
2024-08-05 03:31:17.147880,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1354612270573892,0.0,0,42159.18168275575,12226.325973078414,34712.74862742272,self_built,eth_pool,2
2024-08-05 09:31:17.147876,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.126867554894772,0.0,0,42331.416337727314,12516.825159564436,34701.41758978211,self_built,eth_pool,2
2024-08-05 15:31:17.147872,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0894065959713652,0.0,0,42989.903510723314,12350.927361431111,36870.87025520847,self_built,eth_pool,2
2024-08-05 21:31:17.147868,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0974089778376446,0.0,0,42981.26484784396,12344.184703408422,35201.38266244507,self_built,eth_pool,2
2024-08-06 03:31:17.147864,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.17645142650157,0.0,0,42674.63189763704,12738.106800171425,34308.89113854262,self_built,eth_pool,2
2024-08-06 09:31:17.147861,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1143639822049531,0.0,0,42887.57903509876,12050.1566445002,34329.64956428617,self_built,eth_pool,2
2024-08-06 15:31:17.147857,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1447717295249216,0.0,0,41295.04891914724,12248.898333084595,35104.35960285074,self_built,eth_pool,2
2024-08-06 21:31:17.147853,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.122741883226516,0.0,0,42477.93774621829,12282.9900478316,35359.69190858162,self_built,eth_pool,2
2024-08-07 03:31:17.147849,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1593550514298796,0.0,0,42309.02650061044,12052.770947807541,35300.644554771425,self_built,eth_pool,2
2024-08-07 09:31:17.147845,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1249579110456387,0.0,0,42567.12953088155,12723.124301756043,34807.180413582006,self_built,eth_pool,2
2024-08-07 15:31:17.147841,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0807799929767987,0.0,0,42745.08506333897,12813.574117729964,36126.31900865996,self_built,eth_pool,2
2024-08-07 21:31:17.147837,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1746851218011918,0.0,0,41826.00551171481,12589.616770844286,35148.205500062184,self_built,eth_pool,2
2024-08-08 03:31:17.147834,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.121948070904831,0.0,0,42660.79410625013,12335.679938250887,35620.655787275115,self_built,eth_pool,2
2024-08-08 09:31:17.147830,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0877376752774723,0.0,0,42725.019562820795,12364.675526158111,34900.17420343444,self_built,eth_pool,2
2024-08-08 15:31:17.147825,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1043647063964062,0.0,0,41733.276381054166,12331.416335427282,34831.55849153076,self_built,eth_pool,2
2024-08-08 21:31:17.147822,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0972474986039285,0.0,0,42975.520080473056,12165.610389265325,35707.42826099083,self_built,eth_pool,2
2024-08-09 03:31:17.147818,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1439845224359289,0.0,0,42662.539681006645,12351.169588087234,34886.71571688836,self_built,eth_pool,2
2024-08-09 09:31:17.147814,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1283814135462007,0.0,0,42041.60938223657,12424.279263128445,35967.22163517916,self_built,eth_pool,2
2024-08-09 15:31:17.147810,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.143785724335573,0.0,0,43029.555954454925,12495.846135755912,35818.42989085437,self_built,eth_pool,2
2024-08-09 21:31:17.147806,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1012127450023455,0.0,0,43083.627528989564,12292.663864262104,33693.638647284046,self_built,eth_pool,2
2024-08-10 03:31:17.147802,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1385256588701054,0.0,0,42159.132800869345,12563.803665528167,34041.808593915,self_built,eth_pool,2
2024-08-10 09:31:17.147799,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1538598072879473,0.0,0,42008.224135023636,12571.662977004351,35934.31817720467,self_built,eth_pool,2
2024-08-10 15:31:17.147795,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0841674628918736,0.0,0,42280.96744867466,12311.607574522954,35919.80746157345,self_built,eth_pool,2
2024-08-10 21:31:17.147791,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.131508803190165,0.0,0,42363.32946102346,12869.436157559103,34584.179582907134,self_built,eth_pool,2
2024-08-11 03:31:17.147787,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1141747763427108,0.0,0,41980.644692727044,12346.060091161551,34922.12874235974,self_built,eth_pool,2
2024-08-11 09:31:17.147783,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1507565299400642,0.0,0,42136.77363155692,12120.45498890714,35536.59912350955,self_built,eth_pool,2
2024-08-11 15:31:17.147779,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0873768792728375,0.0,0,42336.93228068154,12243.097652856502,34839.02791948172,self_built,eth_pool,2
2024-08-11 21:31:17.147775,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1616055077376308,0.0,0,42409.5830461964,12610.167302897784,33781.82204320756,self_built,eth_pool,2
2024-08-12 03:31:17.147772,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1143485956422112,0.0,0,41793.66874084138,12373.722275753185,35100.3933974647,self_built,eth_pool,2
2024-08-12 09:31:17.147768,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1206609510123846,0.0,0,42173.72967243495,12427.478051208618,36537.90809960083,self_built,eth_pool,2
2024-08-12 15:31:17.147764,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.136048879481732,0.0,0,42202.21210245993,12494.903109924106,34916.4069079411,self_built,eth_pool,2
2024-08-12 21:31:17.147760,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1139013807661653,0.0,0,42243.988135708314,12273.1869810409,34950.128010753586,self_built,eth_pool,2
2024-08-13 03:31:17.147756,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1302431316997754,0.0,0,41933.62490156352,12693.643527738988,34836.47383934921,self_built,eth_pool,2
2024-08-13 09:31:17.147752,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.146417514521526,0.0,0,42797.824615435784,12358.98536023019,35351.0635635682,self_built,eth_pool,2
2024-08-13 15:31:17.147748,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1661880539893978,0.0,0,42224.78142805013,12942.702309833945,35702.98682982323,self_built,eth_pool,2
2024-08-13 21:31:17.147744,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0958282911808341,0.0,0,41884.874880514944,12337.222904004539,34695.34481736158,self_built,eth_pool,2
2024-08-14 03:31:17.147740,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1138095868837745,0.0,0,42404.56774180513,12536.575102836718,33938.45341554299,self_built,eth_pool,2
2024-08-14 09:31:17.147736,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1171434374610225,0.0,0,42754.75059214186,12467.342298579626,35402.48470460677,self_built,eth_pool,2
2024-08-14 15:31:17.147728,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1284969623470114,0.0,0,41970.70571359397,13007.733345614606,35640.59590301074,self_built,eth_pool,2
2024-08-14 21:31:17.147724,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1126177500857237,0.0,0,42608.371895139375,12295.723460851941,35945.92997557132,self_built,eth_pool,2
2024-08-15 03:31:17.147720,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1479526467710846,0.0,0,42186.45844028903,12829.063555349558,35174.30793015764,self_built,eth_pool,2
2024-08-15 09:31:17.147716,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1431557068486313,0.0,0,41722.47560142783,12514.169798914809,34637.75546737022,self_built,eth_pool,2
2024-08-15 15:31:17.147712,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1080291052991185,0.0,0,42767.73480972023,12566.896051856202,33538.35043935345,self_built,eth_pool,2
2024-08-15 21:31:17.147708,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1046042108554306,0.0,0,42523.96220864619,12580.223695755943,34916.77044584154,self_built,eth_pool,2
2024-08-16 03:31:17.147704,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1425059118715506,0.0,0,42070.792090892544,12273.989600688537,35922.4540352788,self_built,eth_pool,2
2024-08-16 09:31:17.147700,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0821984064262504,0.0,0,41822.66482848794,12754.598532818847,34616.46077052857,self_built,eth_pool,2
2024-08-16 15:31:17.147696,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1467655001492134,0.0,0,42324.39621530817,12188.893746075513,35619.487951632254,self_built,eth_pool,2
2024-08-16 21:31:17.147692,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1116770160998881,0.0,0,42876.15670164344,13091.821544616543,35033.50509978717,self_built,eth_pool,2
2024-08-17 03:31:17.147688,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.105243918900808,0.0,0,42300.68208988453,12692.928996414335,35563.394834485516,self_built,eth_pool,2
2024-08-17 09:31:17.147684,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0771073575794052,0.0,0,41913.86229543277,12208.987428812976,34643.576402477294,self_built,eth_pool,2
2024-08-17 15:31:17.147680,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1077464790201532,0.0,0,42082.53684312667,12697.697615359793,34521.213370909696,self_built,eth_pool,2
2024-08-17 21:31:17.147676,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.147324619839933,0.0,0,42155.53301012366,12245.968466323005,35662.00992500428,self_built,eth_pool,2
2024-08-18 03:31:17.147672,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1226432008884786,0.0,0,42586.291919009134,12960.25454115025,35298.80921247949,self_built,eth_pool,2
2024-08-18 09:31:17.147668,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0751333324251375,0.0,0,42560.81475803638,12750.945191176083,34725.25478135148,self_built,eth_pool,2
2024-08-18 15:31:17.147663,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.085611381590978,0.0,0,42837.122864751596,11855.710492717124,34421.078985546505,self_built,eth_pool,2
2024-08-18 21:31:17.147659,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1274373966481064,0.0,0,42353.034144067235,12880.503077049003,35730.885880479196,self_built,eth_pool,2
2024-08-19 03:31:17.147655,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1019000257325708,0.0,0,42818.484625901496,12241.72040927139,35175.3503027019,self_built,eth_pool,2
2024-08-19 09:31:17.147651,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1357481773906044,0.0,0,41808.676668356275,12263.541777400384,34936.87912558842,self_built,eth_pool,2
2024-08-19 15:31:17.147647,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1071072261364645,0.0,0,42607.07460903776,12582.46230825848,34927.952250375885,self_built,eth_pool,2
2024-08-19 21:31:17.147643,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1340637099927557,0.0,0,41697.314099481075,12747.03096372997,35065.53793181893,self_built,eth_pool,2
2024-08-20 03:31:17.147639,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1576539329851132,0.0,0,42417.70228613201,12485.659013225422,35029.359505108274,self_built,eth_pool,2
2024-08-20 09:31:17.147635,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0867127992093248,0.0,0,42415.48362305586,12492.036705260201,34138.87433447143,self_built,eth_pool,2
2024-08-20 15:31:17.147631,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1653622920320146,0.0,0,42955.72795649146,12520.57199726793,36237.7801452189,self_built,eth_pool,2
2024-08-20 21:31:17.147627,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.0906341219177393,0.0,0,42286.6553645435,12297.723842668807,36008.01300183484,self_built,eth_pool,2
2024-08-21 03:31:17.147623,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1000608155227156,0.0,0,42347.39358286331,12161.844799908595,33815.732695658844,self_built,eth_pool,2
2024-08-21 09:31:17.147619,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1290563025149676,0.0,0,42196.16018154141,12505.699286180119,34044.616073882324,self_built,eth_pool,2
2024-08-21 15:31:17.147615,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1386520304014185,0.0,0,42358.2516209124,12509.982220163374,33280.152420425795,self_built,eth_pool,2
2024-08-21 21:31:17.147611,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1342664982326607,0.0,0,42115.017041321895,12291.05853200365,35639.69501956851,self_built,eth_pool,2
2024-08-22 03:31:17.147607,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1226384310185644,0.0,0,43100.005582172314,12852.483005155065,35100.06518487962,self_built,eth_pool,2
2024-08-22 09:31:17.147603,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1646176132200556,0.0,0,43019.37195581305,12439.985978054861,34521.55268914874,self_built,eth_pool,2
2024-08-22 15:31:17.147599,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1269346271237903,0.0,0,42283.96260844237,12474.855445586498,36318.13892013328,self_built,eth_pool,2
2024-08-22 21:31:17.147595,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.104041013036587,0.0,0,42673.815873786356,12648.964082545104,35884.502399301804,self_built,eth_pool,2
2024-08-23 03:31:17.147591,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.087337068595208,0.0,0,41833.67369797784,12338.906444056485,35817.827678545174,self_built,eth_pool,2
2024-08-23 09:31:17.147587,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1182832206116446,0.0,0,42978.23211455153,12470.189456136735,34551.582756138705,self_built,eth_pool,2
2024-08-23 15:31:17.147582,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1163158894453755,0.0,0,42746.961780711186,12583.310028274162,35447.216691082125,self_built,eth_pool,2
2024-08-23 21:31:17.147578,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1003912406581078,0.0,0,42326.469113261686,12089.316291416484,36047.59603870285,self_built,eth_pool,2
2024-08-24 03:31:17.147574,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,steth,1.1305704706045265,0.0,0,42341.30821535859,12378.016973512362,35205.33969957638,self_built,eth_pool,2
