timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,gusd_balance,3crv_balance,source,pool_type,priority
2024-07-23 15:32:26.001650,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.047941957970125,0.0,0,1759919.332698051,759497.7571112785,1056082.4213697668,self_built,metapool,4
2024-07-23 21:32:26.001645,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0775748197470498,0.0,0,1755492.1727121451,799114.7192140748,1033405.4325634192,self_built,metapool,4
2024-07-24 03:32:26.001640,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.043606899414402,0.0,0,1720312.924319595,774741.9859457194,1068157.5966799266,self_built,metapool,4
2024-07-24 09:32:26.001635,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0499922244734268,0.0,0,1778078.6848694633,775456.9937775827,1007100.317655673,self_built,metapool,4
2024-07-24 15:32:26.001628,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.089252066678996,0.0,0,1778204.3201580916,799028.0671356897,1019676.5266133948,self_built,metapool,4
2024-07-24 21:32:26.001623,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.088444433579885,0.0,0,1734166.9340726817,786117.3132295399,1026201.4228579934,self_built,metapool,4
2024-07-25 03:32:26.001618,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0766464224518235,0.0,0,1759581.1585845603,831397.842819745,1026024.1502563786,self_built,metapool,4
2024-07-25 09:32:26.001613,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0793404436319523,0.0,0,1760487.1998784905,790778.7033356094,1039530.3051257712,self_built,metapool,4
2024-07-25 15:32:26.001609,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.091350361961568,0.0,0,1780652.7541796297,818604.475984133,1012772.5873505785,self_built,metapool,4
2024-07-25 21:32:26.001604,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0948241044867641,0.0,0,1739003.9885269005,796659.1542012588,1023425.3391407852,self_built,metapool,4
2024-07-26 03:32:26.001595,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0862576185803987,0.0,0,1774683.2556061072,768164.1146756535,1095177.2140189307,self_built,metapool,4
2024-07-26 09:32:26.001590,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0456047843475529,0.0,0,1743985.7474584964,774912.1768970299,1005439.5031963551,self_built,metapool,4
2024-07-26 15:32:26.001584,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.094776448299994,0.0,0,1799328.0626993866,779813.6977627741,1050285.5988453096,self_built,metapool,4
2024-07-26 21:32:26.001579,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.103426365007793,0.0,0,1744232.8019136034,778483.4249232608,1031627.0635534832,self_built,metapool,4
2024-07-27 03:32:26.001575,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0838728613751167,0.0,0,1764421.0331437206,774435.9344532628,1049594.4819898102,self_built,metapool,4
2024-07-27 09:32:26.001570,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0800034171725237,0.0,0,1731606.711503583,778451.6923830353,1053315.7669503933,self_built,metapool,4
2024-07-27 15:32:26.001564,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.1074841376270261,0.0,0,1772301.5429958487,789054.1091236672,1035318.9848138832,self_built,metapool,4
2024-07-27 21:32:26.001559,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.074998863960692,0.0,0,1775095.9566770643,780163.6670488548,1006070.0017802904,self_built,metapool,4
2024-07-28 03:32:26.001554,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0630121262400873,0.0,0,1782717.986664845,775753.9284249997,1009238.5155451108,self_built,metapool,4
2024-07-28 09:32:26.001549,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0627529232180655,0.0,0,1759284.9270068968,811887.2776105779,1034287.8991626233,self_built,metapool,4
2024-07-28 15:32:26.001542,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0860279011675416,0.0,0,1743322.8711003668,795160.982402964,1035994.3793596303,self_built,metapool,4
2024-07-28 21:32:26.001537,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0782648736999596,0.0,0,1744607.5315539024,798949.1149207551,1048744.6755402158,self_built,metapool,4
2024-07-29 03:32:26.001532,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0333508898455552,0.0,0,1779267.9857926285,771871.1504423636,1035051.3078440641,self_built,metapool,4
2024-07-29 09:32:26.001526,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0655677130647196,0.0,0,1746184.4405067372,783879.1358024002,1053633.0459568733,self_built,metapool,4
2024-07-29 15:32:26.001521,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0635378658903483,0.0,0,1713656.0060387223,797198.823399748,1045708.998820707,self_built,metapool,4
2024-07-29 21:32:26.001516,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0699017291361028,0.0,0,1747482.9923570836,762575.5981788742,1023366.5724395433,self_built,metapool,4
2024-07-30 03:32:26.001511,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0700584394349724,0.0,0,1742022.1078034597,795038.8770901323,1037473.0536489503,self_built,metapool,4
2024-07-30 09:32:26.001506,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0321410755112939,0.0,0,1758218.1749662787,775553.223357373,1034001.632049509,self_built,metapool,4
2024-07-30 15:32:26.001501,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0336583926711849,0.0,0,1751057.3846274298,795230.6918514069,1037035.9615267734,self_built,metapool,4
2024-07-30 21:32:26.001496,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.048339052864082,0.0,0,1771601.9888119474,775069.2847497379,1052978.091735784,self_built,metapool,4
2024-07-31 03:32:26.001491,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0664123313496905,0.0,0,1743705.5409651112,802273.5776691784,1044731.8908318786,self_built,metapool,4
2024-07-31 09:32:26.001486,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.026329605470637,0.0,0,1757494.5474264587,781543.9409001949,1069876.8483226998,self_built,metapool,4
2024-07-31 15:32:26.001481,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0498487088599182,0.0,0,1736723.0284264362,801219.0385028783,1021348.7826082389,self_built,metapool,4
2024-07-31 21:32:26.001476,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0658923501271254,0.0,0,1753125.3255237895,781861.3223813822,1022022.07080929,self_built,metapool,4
2024-08-01 03:32:26.001471,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.006819701757592,0.0,0,1775092.122864218,772091.7303140399,998085.0839741777,self_built,metapool,4
2024-08-01 09:32:26.001466,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0405099775017987,0.0,0,1756682.1863552548,815828.8451534952,1050951.9374741733,self_built,metapool,4
2024-08-01 15:32:26.001461,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.028176325129549,0.0,0,1733808.7295022006,806786.463395479,1060095.3130408563,self_built,metapool,4
2024-08-01 21:32:26.001456,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0749358419557096,0.0,0,1763758.952123502,776845.2747254252,1022918.9703990287,self_built,metapool,4
2024-08-02 03:32:26.001451,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0408649724247494,0.0,0,1759576.0448838936,780257.872053873,1036625.3129953803,self_built,metapool,4
2024-08-02 09:32:26.001446,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.073107015246207,0.0,0,1706688.1066400416,796675.9227600635,1040230.1498502531,self_built,metapool,4
2024-08-02 15:32:26.001441,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0653948163775266,0.0,0,1755209.0604763369,784685.15489592,1038488.6590721649,self_built,metapool,4
2024-08-02 21:32:26.001436,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.073987771582701,0.0,0,1776650.9289387325,778982.2679573963,1032523.2989614975,self_built,metapool,4
2024-08-03 03:32:26.001432,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.014558472108862,0.0,0,1757694.8762215644,795886.5506735616,1040144.6433617286,self_built,metapool,4
2024-08-03 09:32:26.001426,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0779140441827926,0.0,0,1754134.9014946509,813855.5455478623,1037385.9497146488,self_built,metapool,4
2024-08-03 15:32:26.001421,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0933687808325756,0.0,0,1748448.7643323285,777380.1128537292,1046899.8620182174,self_built,metapool,4
2024-08-03 21:32:26.001416,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.07840089917745,0.0,0,1735822.3746836276,806249.8097199264,1017247.2975026127,self_built,metapool,4
2024-08-04 03:32:26.001411,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.086792803092352,0.0,0,1787737.8369080827,825126.0598479722,1024673.9414852081,self_built,metapool,4
2024-08-04 09:32:26.001406,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0726643696728706,0.0,0,1739852.8331512744,815072.0537999246,1021955.6761404861,self_built,metapool,4
2024-08-04 15:32:26.001401,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0905457358588584,0.0,0,1738121.1819435768,797462.552643571,1028249.1496878928,self_built,metapool,4
2024-08-04 21:32:26.001396,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0322654109558147,0.0,0,1770557.0667977745,803382.3159906784,1022092.2545100261,self_built,metapool,4
2024-08-05 03:32:26.001391,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0709084388445347,0.0,0,1756269.9268896203,805866.1249454977,1032081.9115326044,self_built,metapool,4
2024-08-05 09:32:26.001386,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0405642450367147,0.0,0,1752505.985729434,793997.547438955,1030146.5689606979,self_built,metapool,4
2024-08-05 15:32:26.001381,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0959544667045684,0.0,0,1774840.4189158892,794081.0319444439,1064820.7975341754,self_built,metapool,4
2024-08-05 21:32:26.001377,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0561349733918246,0.0,0,1749964.8650092056,782095.7732840625,1047542.3393447305,self_built,metapool,4
2024-08-06 03:32:26.001372,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.061796546264967,0.0,0,1744959.9951795952,796976.8606340559,1028327.9479991952,self_built,metapool,4
2024-08-06 09:32:26.001367,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.111514289245383,0.0,0,1759736.652061409,765366.0715580736,999549.2024231178,self_built,metapool,4
2024-08-06 15:32:26.001362,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0825276641716643,0.0,0,1748207.1584257444,768552.2953658258,1041983.2718092235,self_built,metapool,4
2024-08-06 21:32:26.001357,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0541154291276003,0.0,0,1781925.6051983526,778551.28727173,1062846.4118928974,self_built,metapool,4
2024-08-07 03:32:26.001352,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0617704620086719,0.0,0,1740936.0182032017,804288.6862103523,1023028.044515942,self_built,metapool,4
2024-08-07 09:32:26.001347,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0970224616653097,0.0,0,1766453.8580528044,768695.1901787381,1032847.3162199695,self_built,metapool,4
2024-08-07 15:32:26.001342,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0635200746419018,0.0,0,1757895.670307161,787283.9481560687,1027448.6699138294,self_built,metapool,4
2024-08-07 21:32:26.001337,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.082748214179324,0.0,0,1758346.4153796148,781912.7592720377,1041398.9027763457,self_built,metapool,4
2024-08-08 03:32:26.001333,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0652293930056609,0.0,0,1735967.1301324319,771501.9671923562,1059872.7213585281,self_built,metapool,4
2024-08-08 09:32:26.001328,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0452835601670905,0.0,0,1779104.9040855977,791012.5821274599,1041226.2692325293,self_built,metapool,4
2024-08-08 15:32:26.001323,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0704004276237236,0.0,0,1730171.4905981582,772481.8345110619,1057310.4125373154,self_built,metapool,4
2024-08-08 21:32:26.001318,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0307428795749916,0.0,0,1769486.81080752,785845.396544865,1042739.6638437404,self_built,metapool,4
2024-08-09 03:32:26.001313,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.079194287196635,0.0,0,1757748.7734296324,800988.2603009974,1047264.13525254,self_built,metapool,4
2024-08-09 09:32:26.001308,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0568784562058746,0.0,0,1746601.7977031253,784580.8811668446,1025700.9560780555,self_built,metapool,4
2024-08-09 15:32:26.001303,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.093612419973045,0.0,0,1742925.098931043,770457.1016017618,1073426.7371197138,self_built,metapool,4
2024-08-09 21:32:26.001298,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0602371620968598,0.0,0,1763692.5733786023,788204.0879953713,1034869.5756124412,self_built,metapool,4
2024-08-10 03:32:26.001293,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0474313824213435,0.0,0,1781115.0986467525,813325.0964608722,1021964.9508499693,self_built,metapool,4
2024-08-10 09:32:26.001287,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0788309500362503,0.0,0,1749887.7535225302,791762.1260358804,1034842.243444206,self_built,metapool,4
2024-08-10 15:32:26.001282,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0625043743590616,0.0,0,1756209.6458014203,774574.3474174876,1028722.2685430818,self_built,metapool,4
2024-08-10 21:32:26.001277,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.039154653439842,0.0,0,1743772.6681361494,785421.6341981859,1063792.7391683343,self_built,metapool,4
2024-08-11 03:32:26.001272,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0672744907855893,0.0,0,1721770.6106394765,788699.6018634472,1074410.2381063984,self_built,metapool,4
2024-08-11 09:32:26.001266,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0826316393684356,0.0,0,1739736.0362426324,796677.4275113825,1054402.3396369584,self_built,metapool,4
2024-08-11 15:32:26.001261,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0608770334843858,0.0,0,1754703.3050235703,771390.5538812715,1060208.3675969162,self_built,metapool,4
2024-08-11 21:32:26.001256,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0781885598733862,0.0,0,1731143.5454867294,777157.4665139881,1029850.9846415363,self_built,metapool,4
2024-08-12 03:32:26.001251,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.044193615493745,0.0,0,1746152.8928339225,765996.1807041337,1056077.793581808,self_built,metapool,4
2024-08-12 09:32:26.001245,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0271005018868138,0.0,0,1739671.6269621898,790942.0285604346,1006797.7935431248,self_built,metapool,4
2024-08-12 15:32:26.001240,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.070820082787055,0.0,0,1760003.3334122533,807016.0554381885,1047074.2020837057,self_built,metapool,4
2024-08-12 21:32:26.001234,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.067425519339662,0.0,0,1752086.0282421578,784060.5298689116,1050501.3304474596,self_built,metapool,4
2024-08-13 03:32:26.001229,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.1109204781922544,0.0,0,1757019.9665689818,776115.3884886347,1026577.3091742462,self_built,metapool,4
2024-08-13 09:32:26.001224,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0647774473590879,0.0,0,1786848.1858347952,785560.1805701976,1044028.380352454,self_built,metapool,4
2024-08-13 15:32:26.001219,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.064544452634495,0.0,0,1755250.6785072586,784366.431254516,1072332.9939163912,self_built,metapool,4
2024-08-13 21:32:26.001214,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0643967018120146,0.0,0,1742878.7306527777,796391.4952850409,1052610.1992839496,self_built,metapool,4
2024-08-14 03:32:26.001208,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.100552058457214,0.0,0,1767007.762242379,808731.768981376,1029904.3408551231,self_built,metapool,4
2024-08-14 09:32:26.001203,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0918153345513157,0.0,0,1753598.1678360708,799574.9114360431,1048149.8636519128,self_built,metapool,4
2024-08-14 15:32:26.001198,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0674115745216541,0.0,0,1745383.9223318908,805256.5230296432,1037643.9512575514,self_built,metapool,4
2024-08-14 21:32:26.001193,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0313906499893732,0.0,0,1729223.8995462619,801268.9514186687,1030552.4721914373,self_built,metapool,4
2024-08-15 03:32:26.001188,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.059220660168991,0.0,0,1754691.3156120833,766248.9496544006,1056614.8481675177,self_built,metapool,4
2024-08-15 09:32:26.001182,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0782444122967854,0.0,0,1769203.3840927866,786194.0277739639,1056175.3299479354,self_built,metapool,4
2024-08-15 15:32:26.001177,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0743466808295723,0.0,0,1737350.1617776453,790965.3176688681,1039189.9685817555,self_built,metapool,4
2024-08-15 21:32:26.001172,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.062223120346119,0.0,0,1727692.8986083614,766827.2260744825,1044537.5542507045,self_built,metapool,4
2024-08-16 03:32:26.001167,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0415720656984202,0.0,0,1725256.08125118,808277.9554759446,1048394.2095320665,self_built,metapool,4
2024-08-16 09:32:26.001162,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0561946687097914,0.0,0,1768803.9779208582,796804.5193109453,1028814.2228393131,self_built,metapool,4
2024-08-16 15:32:26.001157,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.080821633601367,0.0,0,1761181.926776494,817260.2378875855,1063918.8023212145,self_built,metapool,4
2024-08-16 21:32:26.001152,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0191254714847529,0.0,0,1749437.4866573315,789922.9880555084,1072385.8774802561,self_built,metapool,4
2024-08-17 03:32:26.001146,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0381501865217215,0.0,0,1711049.3130843935,789171.8216875567,1027862.2811638119,self_built,metapool,4
2024-08-17 09:32:26.001141,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.1014859769071725,0.0,0,1726270.3027586609,772287.6630171393,1020087.9706158602,self_built,metapool,4
2024-08-17 15:32:26.001136,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0888941249491435,0.0,0,1758013.5265897661,791337.6628098148,996869.3912675299,self_built,metapool,4
2024-08-17 21:32:26.001131,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0809500173601838,0.0,0,1742141.4513217758,779502.6419810932,1076923.7422464862,self_built,metapool,4
2024-08-18 03:32:26.001126,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0746677973998011,0.0,0,1750363.4773510795,797077.6972310652,1037879.2663480005,self_built,metapool,4
2024-08-18 09:32:26.001121,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0862444521326708,0.0,0,1755909.7552144676,789545.1813844902,1041145.6168729444,self_built,metapool,4
2024-08-18 15:32:26.001115,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.069618564612731,0.0,0,1750089.7823683543,800244.8475134564,1050389.6607871284,self_built,metapool,4
2024-08-18 21:32:26.001110,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0677497868118124,0.0,0,1736035.4754747539,797277.0148195287,1042289.2890418462,self_built,metapool,4
2024-08-19 03:32:26.001105,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0583815814447233,0.0,0,1759962.8053170573,808170.8207848262,1015749.3085322877,self_built,metapool,4
2024-08-19 09:32:26.001100,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0849016002375822,0.0,0,1771928.8161641124,781145.5419029924,1040799.7881765093,self_built,metapool,4
2024-08-19 15:32:26.001095,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0732293132820263,0.0,0,1767490.8369954876,770148.6002842531,1015289.6945234786,self_built,metapool,4
2024-08-19 21:32:26.001090,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0814147266338103,0.0,0,1749192.70517521,813126.202047637,1064624.3117206462,self_built,metapool,4
2024-08-20 03:32:26.001084,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.058480476373615,0.0,0,1755581.398933669,805453.0375612873,1037088.4073429276,self_built,metapool,4
2024-08-20 09:32:26.001079,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0650752930757899,0.0,0,1761920.1538462613,811509.8936256611,1062152.5514574863,self_built,metapool,4
2024-08-20 15:32:26.001074,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.063988707001429,0.0,0,1748826.1959716638,799945.34677901,1028720.507625108,self_built,metapool,4
2024-08-20 21:32:26.001069,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.088058161803057,0.0,0,1753118.6060272532,764941.8841414258,1041652.2881442198,self_built,metapool,4
2024-08-21 03:32:26.001064,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0568935160622863,0.0,0,1746131.7553699624,768834.3026927785,1029293.8712081783,self_built,metapool,4
2024-08-21 09:32:26.001059,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0536064006712424,0.0,0,1761100.9055033296,781904.1820719969,1046555.3843182086,self_built,metapool,4
2024-08-21 15:32:26.001053,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0409195575411692,0.0,0,1756432.6010352464,773904.0179182112,1034268.5516262153,self_built,metapool,4
2024-08-21 21:32:26.001048,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0693176324886797,0.0,0,1768899.7267756765,760545.4638374569,1019846.5550486087,self_built,metapool,4
2024-08-22 03:32:26.001043,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0353001575888943,0.0,0,1758155.3807246068,765958.8114866395,1036501.7741006986,self_built,metapool,4
2024-08-22 09:32:26.001038,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.036936320582418,0.0,0,1755246.1936920036,795475.1783959579,1025218.8279902086,self_built,metapool,4
2024-08-22 15:32:26.001032,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.1023216376573959,0.0,0,1758140.4517343708,799664.1892136643,1039827.0157309129,self_built,metapool,4
2024-08-22 21:32:26.001027,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0991171441403709,0.0,0,1739600.1984296243,807404.2942779972,1086881.1265238419,self_built,metapool,4
2024-08-23 03:32:26.001022,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0550564255349912,0.0,0,1715928.3552868874,803220.8886711367,1057854.1345433588,self_built,metapool,4
2024-08-23 09:32:26.001017,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0682141825070355,0.0,0,1718110.7313092777,782979.236447964,1058016.0613881873,self_built,metapool,4
2024-08-23 15:32:26.001012,0x4f062658EaAF2C1ccf8C8e36D6824CDf41167956,gusd,1.0354014087067063,0.0,0,1763100.8944586243,775027.6130559379,991287.4034422442,self_built,metapool,4
