timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,usdc_balance,usdt_balance,dai_balance,source,pool_type,priority
2024-07-25 03:32:14.118710,0x0000000000000000000000000000000000000000,ironbank,1.0252862336221413,2033139.490326293,0.03084734159677153,15379377.708008092,5039217.47483125,5163932.120710974,5014524.994093063,self_built,lending,4
2024-07-25 09:32:14.118706,0x0000000000000000000000000000000000000000,ironbank,1.0063534366908993,2045644.4566156368,0.029915831385004858,15381135.370354654,5067457.923469013,5178211.005991572,5247556.428976993,self_built,lending,4
2024-07-25 15:32:14.118702,0x0000000000000000000000000000000000000000,ironbank,1.0215448797081847,2039091.4286767798,0.03103319430034001,15479042.72832491,4918430.312089043,5123528.580216315,5073827.499524127,self_built,lending,4
2024-07-25 21:32:14.118698,0x0000000000000000000000000000000000000000,ironbank,0.9961976191149865,2066040.126442503,0.03193234238189779,15168380.036977641,5081408.43510867,5060457.775108362,5061444.342021813,self_built,lending,4
2024-07-26 03:32:14.118694,0x0000000000000000000000000000000000000000,ironbank,0.9969487807377864,2005242.813938995,0.031206081466872596,15312341.898083756,5128473.603902484,5153629.087066224,5147638.018509416,self_built,lending,4
2024-07-26 09:32:14.118690,0x0000000000000000000000000000000000000000,ironbank,0.9844245894824067,1849680.2686711466,0.031650092906731674,15262232.41252256,5168410.821081545,5221020.388295439,5203770.4496445935,self_built,lending,4
2024-07-26 15:32:14.118685,0x0000000000000000000000000000000000000000,ironbank,0.9740391958445747,2000677.1780745585,0.029909324064269778,15242876.728653692,5040354.383438315,5079800.575681451,5118186.18320322,self_built,lending,4
2024-07-26 21:32:14.118681,0x0000000000000000000000000000000000000000,ironbank,0.9975678858599838,1940335.828811624,0.031107414446212837,15269191.961107051,5078277.007186999,5090262.61097043,5043444.681835626,self_built,lending,4
2024-07-27 03:32:14.118677,0x0000000000000000000000000000000000000000,ironbank,1.032007592147146,1902315.7016387966,0.029599239216197372,15516795.734359927,5186467.292534633,5239111.3724714825,4940396.666021364,self_built,lending,4
2024-07-27 09:32:14.118673,0x0000000000000000000000000000000000000000,ironbank,1.0473083049361815,2070645.873310003,0.029608338297773335,15373882.293398203,5119509.315994329,4913934.80863869,5084071.601401696,self_built,lending,4
2024-07-27 15:32:14.118669,0x0000000000000000000000000000000000000000,ironbank,0.993765372438894,2075365.1373401869,0.031478466779445255,15313885.951521903,5116314.101656304,4980615.261535935,5169405.538958217,self_built,lending,4
2024-07-27 21:32:14.118665,0x0000000000000000000000000000000000000000,ironbank,1.0246041790058253,2144130.161770455,0.03070196943721411,15472899.110116217,5160119.032689535,5037885.109364909,5010803.1029495,self_built,lending,4
2024-07-28 03:32:14.118661,0x0000000000000000000000000000000000000000,ironbank,1.039030053772924,2160346.6457912726,0.029737306851448007,15313053.785131095,5037109.06491686,5155695.428060559,5030388.35415772,self_built,lending,4
2024-07-28 09:32:14.118657,0x0000000000000000000000000000000000000000,ironbank,1.001763726280795,1956498.4176359714,0.03079507352724302,15510991.732479393,5181308.706445664,5048814.432736667,5247554.528055365,self_built,lending,4
2024-07-28 15:32:14.118652,0x0000000000000000000000000000000000000000,ironbank,1.0640456076049074,2073708.343121134,0.030085871968191066,15510122.483936828,5130569.6959056435,5142278.127958452,4885233.132043986,self_built,lending,4
2024-07-28 21:32:14.118648,0x0000000000000000000000000000000000000000,ironbank,1.0386029472222655,1919612.565283794,0.03132073452363096,15249070.962128013,5144428.679255722,4865262.537496855,5127727.987222145,self_built,lending,4
2024-07-29 03:32:14.118644,0x0000000000000000000000000000000000000000,ironbank,1.0429169572359671,2017561.1386430776,0.030097617916184302,15014738.859689701,4995737.24241423,4917358.114663633,5183713.467830452,self_built,lending,4
2024-07-29 09:32:14.118640,0x0000000000000000000000000000000000000000,ironbank,1.0398799911346637,1936186.47413832,0.032590982374464804,15255889.241408449,5152232.105085916,4886066.287591645,5080327.953148573,self_built,lending,4
2024-07-29 15:32:14.118636,0x0000000000000000000000000000000000000000,ironbank,0.9960883629403636,2097852.4191390867,0.03049684367360821,15279951.485937044,5127465.959625232,5003370.506507653,4958889.419177455,self_built,lending,4
2024-07-29 21:32:14.118632,0x0000000000000000000000000000000000000000,ironbank,1.0037654123790773,2026414.521123469,0.030196073463970366,15185494.687350195,4995076.112951141,5045277.992012921,5060870.835911376,self_built,lending,4
2024-07-30 03:32:14.118628,0x0000000000000000000000000000000000000000,ironbank,0.9943423439718534,1819932.8819818364,0.03037886978088194,15268664.858254526,5118765.833830611,5243499.13423687,5149295.253277573,self_built,lending,4
2024-07-30 09:32:14.118624,0x0000000000000000000000000000000000000000,ironbank,1.0054064049549416,2037036.2428898625,0.030643273968855793,15152325.545018882,5032974.200822194,4963066.655027884,5085393.3667425765,self_built,lending,4
2024-07-30 15:32:14.118620,0x0000000000000000000000000000000000000000,ironbank,1.0171568244905433,2086541.211560399,0.03179226704230084,15092703.4289756,4958525.299433093,5083353.187783901,5070075.784124261,self_built,lending,4
2024-07-30 21:32:14.118616,0x0000000000000000000000000000000000000000,ironbank,1.0554898471350476,1919001.0510504304,0.030427831723905344,15552440.08355734,5073784.750918463,5171735.637121983,5077177.696022422,self_built,lending,4
2024-07-31 03:32:14.118612,0x0000000000000000000000000000000000000000,ironbank,1.0231651438402793,2011159.334616572,0.030982208653698058,15275583.142419176,4958076.80341056,4846424.4053788865,5144791.556659326,self_built,lending,4
2024-07-31 09:32:14.118608,0x0000000000000000000000000000000000000000,ironbank,1.01211282246297,2039548.3380016903,0.03199197041731383,15515568.435142094,5141184.202394448,4986537.2177096205,5276692.023444976,self_built,lending,4
2024-07-31 15:32:14.118604,0x0000000000000000000000000000000000000000,ironbank,1.021412912461399,2054560.3299077007,0.029901948542491293,15108068.022097336,5191655.637276956,4967064.85015493,5035933.056301196,self_built,lending,4
2024-07-31 21:32:14.118599,0x0000000000000000000000000000000000000000,ironbank,1.033669501718239,1954005.3770608746,0.030611192887358574,15422691.661066612,4945835.597014234,5134883.953560641,5099223.514508389,self_built,lending,4
2024-08-01 03:32:14.118595,0x0000000000000000000000000000000000000000,ironbank,1.0648802608860342,2067478.0363535562,0.031944613869961946,15266341.102505201,5193468.837160008,5030405.180550156,5076885.772969005,self_built,lending,4
2024-08-01 09:32:14.118591,0x0000000000000000000000000000000000000000,ironbank,1.0032052230975848,1954812.8730806953,0.030509271266772834,15314083.832408106,4965882.035868584,5192655.858805004,5018975.709306232,self_built,lending,4
2024-08-01 15:32:14.118587,0x0000000000000000000000000000000000000000,ironbank,1.02759840369844,2160779.9554400435,0.03133623012129603,15278873.945686392,5170295.842559481,5032099.952606683,5073544.3086308995,self_built,lending,4
2024-08-01 21:32:14.118583,0x0000000000000000000000000000000000000000,ironbank,1.009618254528494,1928915.9700992596,0.0310970575805548,15269971.06120763,5035391.690005917,5031336.001401811,5205665.162972347,self_built,lending,4
2024-08-02 03:32:14.118579,0x0000000000000000000000000000000000000000,ironbank,1.0161440004596758,2140027.2251584777,0.031338544892963636,15503056.408032142,5138490.087707137,4955882.74865101,4957667.521201889,self_built,lending,4
2024-08-02 09:32:14.118575,0x0000000000000000000000000000000000000000,ironbank,1.0161486251955518,1946823.6504118757,0.03019219489413856,15517502.749619935,5173449.580921782,4931546.850159427,5117264.199997525,self_built,lending,4
2024-08-02 15:32:14.118571,0x0000000000000000000000000000000000000000,ironbank,1.0144353212880564,2013802.8554225685,0.03007350612963858,15327731.473668698,5135340.5180729525,5018955.134341486,5168921.4334923355,self_built,lending,4
2024-08-02 21:32:14.118567,0x0000000000000000000000000000000000000000,ironbank,1.0309235451761203,2051605.453236096,0.030195046668306635,15199290.479178851,4958947.9648855515,4948889.238838375,5049452.563865641,self_built,lending,4
2024-08-03 03:32:14.118563,0x0000000000000000000000000000000000000000,ironbank,1.0330514912842128,1950766.4442105112,0.02987099487266414,15189542.530159349,5020959.256991426,5062417.59758377,5172562.324594216,self_built,lending,4
2024-08-03 09:32:14.118559,0x0000000000000000000000000000000000000000,ironbank,1.0428211081864063,2082573.4598135704,0.02967715569662586,15289250.821669122,5240765.782534211,4972636.588629805,5101095.8520229375,self_built,lending,4
2024-08-03 15:32:14.118555,0x0000000000000000000000000000000000000000,ironbank,1.0361895561679735,1894393.9684356074,0.031545319635360114,15056309.832607055,4965656.417772961,5195885.918102874,5092311.877645884,self_built,lending,4
2024-08-03 21:32:14.118551,0x0000000000000000000000000000000000000000,ironbank,1.033824495678586,2061857.5924546625,0.03093571937982161,15258138.223081611,5409681.383323141,5273889.832534897,5042648.638405243,self_built,lending,4
2024-08-04 03:32:14.118547,0x0000000000000000000000000000000000000000,ironbank,1.0309249911227936,2212018.6179552265,0.030103437536438835,15476612.371657088,5294069.8456699755,4874561.108225909,5202204.131933694,self_built,lending,4
2024-08-04 09:32:14.118543,0x0000000000000000000000000000000000000000,ironbank,1.0212570921825923,2063987.306098899,0.031556859027674154,15215156.141514665,5160299.122227747,5112065.242202818,4856370.686718775,self_built,lending,4
2024-08-04 15:32:14.118538,0x0000000000000000000000000000000000000000,ironbank,1.0041489884989498,2044351.974027489,0.030235693252282324,14981883.479671,5076387.486772882,5055005.979378432,5044104.4171535885,self_built,lending,4
2024-08-04 21:32:14.118534,0x0000000000000000000000000000000000000000,ironbank,0.9883729944220894,2018370.086790684,0.03108599247755492,15042017.157695236,4991398.486649551,5213993.944390065,5152798.72220001,self_built,lending,4
2024-08-05 03:32:14.118530,0x0000000000000000000000000000000000000000,ironbank,0.9994511338696682,2002174.526552932,0.029361989047825308,15237430.931633363,5200720.413908856,5192659.357026799,4795425.441010691,self_built,lending,4
2024-08-05 09:32:14.118526,0x0000000000000000000000000000000000000000,ironbank,1.0153914614766004,1974012.1004177867,0.029976914559849483,15262327.286553532,5270629.339874537,5130671.485710666,5126597.770517193,self_built,lending,4
2024-08-05 15:32:14.118522,0x0000000000000000000000000000000000000000,ironbank,1.0076535997982838,2096028.366790444,0.03115511261026142,15016506.309751077,5079559.292347415,5025356.391679883,5005087.016514097,self_built,lending,4
2024-08-05 21:32:14.118517,0x0000000000000000000000000000000000000000,ironbank,1.0203880435915547,2001555.7415877355,0.03050854568180397,15098271.277148224,4898559.340224002,5313008.080070867,5248259.55473159,self_built,lending,4
2024-08-06 03:32:14.118513,0x0000000000000000000000000000000000000000,ironbank,1.0269302914737592,1955167.7314593925,0.029999568735032303,15362494.372901209,5021294.162927722,5117080.041494615,5145560.123474795,self_built,lending,4
2024-08-06 09:32:14.118509,0x0000000000000000000000000000000000000000,ironbank,1.0013046249690403,2022354.5733668762,0.030689258374581373,15438479.758115161,5059873.144249031,5078627.917679107,5249858.471691801,self_built,lending,4
2024-08-06 15:32:14.118505,0x0000000000000000000000000000000000000000,ironbank,1.0319681994434333,2003492.8296209746,0.029819873624417712,14997116.620860912,5104214.962754484,5150145.919637747,5126292.870081433,self_built,lending,4
2024-08-06 21:32:14.118501,0x0000000000000000000000000000000000000000,ironbank,1.020333740846789,2003113.89539121,0.031152153693432983,15553757.86483319,5080165.673553373,4948986.656275475,5004125.110838697,self_built,lending,4
2024-08-07 03:32:14.118497,0x0000000000000000000000000000000000000000,ironbank,0.983007893731492,2149501.7989275334,0.029530772517677783,15116486.124587638,5083266.939694773,5201068.271235786,5230049.941398695,self_built,lending,4
2024-08-07 09:32:14.118493,0x0000000000000000000000000000000000000000,ironbank,1.0213196904975037,1859203.7736903962,0.03018975622362715,15453451.382691054,5137199.529084692,5068745.123194675,5101635.650365727,self_built,lending,4
2024-08-07 15:32:14.118489,0x0000000000000000000000000000000000000000,ironbank,1.0287684787528828,2058379.0487274225,0.030114360093538673,15154425.622226825,5010278.287507921,5022164.722282635,5124791.996022899,self_built,lending,4
2024-08-07 21:32:14.118485,0x0000000000000000000000000000000000000000,ironbank,1.015979423204466,2176131.306324064,0.03100363947779908,15156167.773994267,5110926.371987678,5209192.913400816,5015447.104024915,self_built,lending,4
2024-08-08 03:32:14.118481,0x0000000000000000000000000000000000000000,ironbank,0.9966781455281861,1932158.4979431336,0.030249499245721765,15305797.186152443,5253579.865840204,4968471.357279231,5025409.236771038,self_built,lending,4
2024-08-08 09:32:14.118477,0x0000000000000000000000000000000000000000,ironbank,0.9830331026135605,1935634.8105680568,0.030493554108750466,15458161.408863587,5186096.403142911,5047775.223256467,5159604.795384029,self_built,lending,4
2024-08-08 15:32:14.118473,0x0000000000000000000000000000000000000000,ironbank,1.0398286576791045,1957593.5569069276,0.0313815894581828,15041376.162428651,5056228.81106,5001929.032139082,5118013.571394216,self_built,lending,4
2024-08-08 21:32:14.118469,0x0000000000000000000000000000000000000000,ironbank,1.0216977282443591,2105604.8040873534,0.030814968233493042,15291442.5679174,5220771.42193204,5074781.988696567,5192531.197934008,self_built,lending,4
2024-08-09 03:32:14.118465,0x0000000000000000000000000000000000000000,ironbank,1.0351291513653347,2083000.2534280072,0.031700122712991746,15253595.381784327,5052054.319717847,5130323.579236618,5067726.211423808,self_built,lending,4
2024-08-09 09:32:14.118461,0x0000000000000000000000000000000000000000,ironbank,1.0495894889234672,1977765.6456917846,0.030482476554038913,15303159.291397281,5164619.405636209,5106201.1059455,4957105.845558496,self_built,lending,4
2024-08-09 15:32:14.118457,0x0000000000000000000000000000000000000000,ironbank,1.0126106346028778,2100009.3867985317,0.02976070566107967,15396178.91687483,5016488.964995932,5153321.672677276,4997625.75295466,self_built,lending,4
2024-08-09 21:32:14.118452,0x0000000000000000000000000000000000000000,ironbank,0.9709595065495618,2100701.0781783424,0.030705281371388067,15283693.59108758,4987013.513750375,5119012.2825347865,5056645.444118609,self_built,lending,4
2024-08-10 03:32:14.118448,0x0000000000000000000000000000000000000000,ironbank,0.9852433977075894,2023756.2594771811,0.030624784411298022,15378202.883142734,4982122.501124168,5087020.424421748,5077658.223410446,self_built,lending,4
2024-08-10 09:32:14.118444,0x0000000000000000000000000000000000000000,ironbank,1.0136011382205279,2067503.0948734127,0.030051562222710042,15380874.813595498,5155897.018022889,5342649.4801113065,5067030.49377855,self_built,lending,4
2024-08-10 15:32:14.118440,0x0000000000000000000000000000000000000000,ironbank,1.0300068728449265,2084789.8712437556,0.030540590254306853,15170564.610589052,5046729.897748493,5294141.4807047285,5247021.58766362,self_built,lending,4
2024-08-10 21:32:14.118436,0x0000000000000000000000000000000000000000,ironbank,1.0032440731521093,2186237.2321914444,0.02963441987692309,15349167.655225506,4978809.285348811,5137777.031203344,5037233.829217024,self_built,lending,4
2024-08-11 03:32:14.118431,0x0000000000000000000000000000000000000000,ironbank,0.9886133932122536,2092665.0001811793,0.030546856263381134,15323078.402606344,5209367.293894576,4972649.565103881,4904125.08122046,self_built,lending,4
2024-08-11 09:32:14.118427,0x0000000000000000000000000000000000000000,ironbank,1.0338784045608413,2063690.2523836964,0.030398590636177985,15319014.323036153,5105827.913565148,5114375.064792767,5001523.986553036,self_built,lending,4
2024-08-11 15:32:14.118422,0x0000000000000000000000000000000000000000,ironbank,1.012719923475557,2098776.8889787337,0.029861122166800036,15633591.988225395,5131982.427478576,5246557.831487143,5031183.165347846,self_built,lending,4
2024-08-11 21:32:14.118418,0x0000000000000000000000000000000000000000,ironbank,1.015723305628183,2032550.8650462637,0.03161920131776657,15198822.526093148,5036238.298238028,5180765.012702224,5155502.436425267,self_built,lending,4
2024-08-12 03:32:14.118414,0x0000000000000000000000000000000000000000,ironbank,1.0254199507503277,1932892.3364340041,0.030809268283683165,15185525.439333336,5169950.992473859,5170825.890942097,4953152.295530217,self_built,lending,4
2024-08-12 09:32:14.118410,0x0000000000000000000000000000000000000000,ironbank,0.977887533563379,2222755.6503987713,0.030868263715763358,14878745.503304996,5305471.156230031,5074096.178234848,5078178.492041556,self_built,lending,4
2024-08-12 15:32:14.118406,0x0000000000000000000000000000000000000000,ironbank,1.0290888719906737,2043610.2903486693,0.03024968719370942,15307374.984318078,5102420.0057253,5057877.647241807,5218204.229291831,self_built,lending,4
2024-08-12 21:32:14.118401,0x0000000000000000000000000000000000000000,ironbank,0.9978540340379519,2083697.7492725912,0.03109694601672548,15271089.91720748,5131635.570185622,5016176.851163974,5062229.925165669,self_built,lending,4
2024-08-13 03:32:14.118397,0x0000000000000000000000000000000000000000,ironbank,1.0069370448333577,2100950.099624937,0.03102417319572058,15461673.02830132,5021220.4784505665,5014588.015154436,5068048.505052683,self_built,lending,4
2024-08-13 09:32:14.118393,0x0000000000000000000000000000000000000000,ironbank,1.0014383609283972,2004445.5363288808,0.03005014056720345,15451566.063177077,5057032.288056315,5143158.560010306,5001477.61369367,self_built,lending,4
2024-08-13 15:32:14.118389,0x0000000000000000000000000000000000000000,ironbank,1.016344043405316,1938956.5317769118,0.030961109748742856,15042371.532142302,5112437.859383179,5082165.90806256,5094507.605689654,self_built,lending,4
2024-08-13 21:32:14.118384,0x0000000000000000000000000000000000000000,ironbank,1.0067448419506109,2033749.3670462493,0.03040732586815156,15491711.709605996,5086920.650842181,4924402.82468953,5138900.087041257,self_built,lending,4
2024-08-14 03:32:14.118380,0x0000000000000000000000000000000000000000,ironbank,0.9869958938460128,2108433.2816912145,0.03084084897050768,15424741.447934465,5016199.477620409,5018622.436424862,5214169.523044293,self_built,lending,4
2024-08-14 09:32:14.118376,0x0000000000000000000000000000000000000000,ironbank,1.0138667008384183,2087625.1904898765,0.029854236352894036,15117248.144930804,5166027.511999786,5210757.635715666,5037262.414874324,self_built,lending,4
2024-08-14 15:32:14.118372,0x0000000000000000000000000000000000000000,ironbank,1.0019329905084273,2066107.2975795395,0.03055157021514114,15327903.62354643,5200828.908000972,5263789.122024147,4981823.272592725,self_built,lending,4
2024-08-14 21:32:14.118367,0x0000000000000000000000000000000000000000,ironbank,1.0176169956668395,1908783.8198570893,0.03077710414946519,15185405.105437296,5130885.655554514,5061063.5222001085,5053590.6466989005,self_built,lending,4
2024-08-15 03:32:14.118363,0x0000000000000000000000000000000000000000,ironbank,1.0376263016844485,2054867.5017082046,0.029975833039605618,14871251.196894588,5137930.265470729,5210580.9006653335,5219957.633388334,self_built,lending,4
2024-08-15 09:32:14.118359,0x0000000000000000000000000000000000000000,ironbank,1.0273019004113626,2116359.546623445,0.030387245064385105,15430446.127967559,4910268.590212816,5112912.430928492,4949145.636189023,self_built,lending,4
2024-08-15 15:32:14.118355,0x0000000000000000000000000000000000000000,ironbank,1.0088233664483364,2049414.906589649,0.031912073456184326,15383636.6342263,5167007.872521582,4960518.102959224,4977168.1272080075,self_built,lending,4
2024-08-15 21:32:14.118350,0x0000000000000000000000000000000000000000,ironbank,1.03100655405202,2094422.6823607408,0.030897752753780896,15349488.812555635,5176848.271973421,5043198.362177918,5065492.620338559,self_built,lending,4
2024-08-16 03:32:14.118346,0x0000000000000000000000000000000000000000,ironbank,1.015597091443885,2078097.349512468,0.030909045499661243,15357972.300726522,4928734.836580617,5075076.548013507,5018941.024900515,self_built,lending,4
2024-08-16 09:32:14.118342,0x0000000000000000000000000000000000000000,ironbank,1.0095088010615478,2082524.0044458704,0.030767287050689363,15199980.387750441,5046195.014154206,5233710.7794224685,4922367.254738879,self_built,lending,4
2024-08-16 15:32:14.118338,0x0000000000000000000000000000000000000000,ironbank,1.0216032694572124,1930482.8921604024,0.03080689462445681,15634302.8599854,5257334.470363419,5064946.487707776,5186326.427444963,self_built,lending,4
2024-08-16 21:32:14.118334,0x0000000000000000000000000000000000000000,ironbank,1.0248404845187582,2079421.2006324395,0.029989632501632644,15027559.282182897,4901171.56814416,5082041.154620159,5168494.629222864,self_built,lending,4
2024-08-17 03:32:14.118329,0x0000000000000000000000000000000000000000,ironbank,1.0254717992461206,2121869.834548545,0.030175443382020422,15266059.10915009,5078019.010210609,5051494.212584706,5059447.763080216,self_built,lending,4
2024-08-17 09:32:14.118325,0x0000000000000000000000000000000000000000,ironbank,1.0055462126100776,1968736.5917266323,0.03127564631741531,15397189.27154689,5226230.053521947,5215667.942759085,5084663.604261251,self_built,lending,4
2024-08-17 15:32:14.118321,0x0000000000000000000000000000000000000000,ironbank,1.0187712677328076,1918383.4683110232,0.031247816774481497,15027863.314160828,5032212.994549072,5198292.50205204,5040944.380091768,self_built,lending,4
2024-08-17 21:32:14.118316,0x0000000000000000000000000000000000000000,ironbank,1.0110551269427102,2088364.9436962828,0.030239887947115855,15415721.602875002,4978847.949955738,5089336.886862633,5048561.87544783,self_built,lending,4
2024-08-18 03:32:14.118312,0x0000000000000000000000000000000000000000,ironbank,0.9927199687591379,2061346.114621493,0.03060745507943592,15300935.328588337,5138582.865749928,4893371.221112828,5102974.589433264,self_built,lending,4
2024-08-18 09:32:14.118308,0x0000000000000000000000000000000000000000,ironbank,0.9838288107235225,2141124.63471487,0.030676304910082573,15101623.00185575,5023796.287385986,5017299.679220006,5136155.386765169,self_built,lending,4
2024-08-18 15:32:14.118304,0x0000000000000000000000000000000000000000,ironbank,1.0043061330134386,2059883.8362293888,0.03071177688853044,15130347.45915618,5161681.934660787,4994983.387555193,5054427.956839318,self_built,lending,4
2024-08-18 21:32:14.118299,0x0000000000000000000000000000000000000000,ironbank,0.9832639906239931,2048717.3961988979,0.030413301988443504,14956659.83240123,5105556.097309198,5093910.457762074,5081101.512493896,self_built,lending,4
2024-08-19 03:32:14.118295,0x0000000000000000000000000000000000000000,ironbank,1.0227259063425884,2024576.7590568096,0.029669541674726792,15194512.978972686,5079325.004086229,4829384.079458082,5001530.814093136,self_built,lending,4
2024-08-19 09:32:14.118291,0x0000000000000000000000000000000000000000,ironbank,1.0205410906959425,2068963.8057063408,0.030790390935347557,15313356.70753224,5327392.2293335805,4928236.366651125,5124179.433180538,self_built,lending,4
2024-08-19 15:32:14.118287,0x0000000000000000000000000000000000000000,ironbank,1.0012905418851956,2162461.800063155,0.029844054256444708,15454276.399995008,4976569.458798422,5193322.9151570955,5093841.020948539,self_built,lending,4
2024-08-19 21:32:14.118282,0x0000000000000000000000000000000000000000,ironbank,1.0057831042474374,2068311.888154365,0.030262479552432445,15396414.232218966,5041676.7570918165,5056344.391250276,5137652.428527385,self_built,lending,4
2024-08-20 03:32:14.118278,0x0000000000000000000000000000000000000000,ironbank,1.0172519845228603,2053090.8614443212,0.030037523068407596,14866077.656893821,5144596.449916483,5140188.909939288,5233414.695548769,self_built,lending,4
2024-08-20 09:32:14.118274,0x0000000000000000000000000000000000000000,ironbank,1.0286538803057812,1981270.202458961,0.03074324478207214,15313905.717823707,5201045.39815681,5241819.626653427,5144110.751805036,self_built,lending,4
2024-08-20 15:32:14.118270,0x0000000000000000000000000000000000000000,ironbank,1.0453029645027294,2023062.1781764592,0.030364354819932056,15302943.2756762,5139400.212435723,5075274.4291749755,5149923.913931289,self_built,lending,4
2024-08-20 21:32:14.118266,0x0000000000000000000000000000000000000000,ironbank,1.0387891766259891,2083874.929873515,0.03107030493891383,15230488.170998031,5001700.624642391,4961260.614079364,5100315.257670187,self_built,lending,4
2024-08-21 03:32:14.118262,0x0000000000000000000000000000000000000000,ironbank,1.0469652499919258,1914296.1454473156,0.02984715511604704,15080506.955692373,5144806.904150759,5134724.036877848,5096215.27756992,self_built,lending,4
2024-08-21 09:32:14.118258,0x0000000000000000000000000000000000000000,ironbank,1.0410783992484332,2162469.1310573784,0.03109646447841338,15377449.926002188,5238171.001741516,5078406.197765633,5175234.55312901,self_built,lending,4
2024-08-21 15:32:14.118253,0x0000000000000000000000000000000000000000,ironbank,1.0235054434603494,2057249.3008915067,0.030214454017296225,15327010.157208607,5007383.352996003,5234088.425109271,5057678.902273299,self_built,lending,4
2024-08-21 21:32:14.118249,0x0000000000000000000000000000000000000000,ironbank,1.0113195608335046,2024397.8362882703,0.030258043351815696,15549229.599341739,5207138.1280510705,4876219.604388749,4866874.52237728,self_built,lending,4
2024-08-22 03:32:14.118244,0x0000000000000000000000000000000000000000,ironbank,1.0179286414294983,2111348.821672036,0.0309677162691219,15303405.099922717,5317611.594182733,5301201.229516315,5220585.357976877,self_built,lending,4
