timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,musd_balance,3crv_balance,source,pool_type,priority
2024-07-24 09:32:33.116276,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0486964337049527,0.0,0,640550.2311965837,303144.99297477823,347585.96567588416,self_built,metapool,4
2024-07-24 15:32:33.116269,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.017337949180523,0.0,0,643175.803129884,295064.23054457,331590.72381113324,self_built,metapool,4
2024-07-24 21:32:33.116264,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0273218627594831,0.0,0,633640.1437613004,294491.0825378488,356365.50838816527,self_built,metapool,4
2024-07-25 03:32:33.116259,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0400335592473022,0.0,0,639005.1691509935,299729.19783129473,345724.9053883323,self_built,metapool,4
2024-07-25 09:32:33.116254,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0374794233656248,0.0,0,640905.6325831991,300089.38636029605,341653.0587382549,self_built,metapool,4
2024-07-25 15:32:33.116248,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0263687787576654,0.0,0,643445.4559058008,295195.7170761184,355085.1026610543,self_built,metapool,4
2024-07-25 21:32:33.116243,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0387095718803385,0.0,0,634735.7765898957,306348.410345868,350445.0891050047,self_built,metapool,4
2024-07-26 03:32:33.116238,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9949710684280996,0.0,0,638119.8914393923,300463.6057849197,338539.11203661375,self_built,metapool,4
2024-07-26 09:32:33.116233,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.026917327416768,0.0,0,639809.2372571582,298895.15072851826,351556.97506525164,self_built,metapool,4
2024-07-26 15:32:33.116228,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0224286177545638,0.0,0,646476.7248004277,299951.6621378251,341587.2725042616,self_built,metapool,4
2024-07-26 21:32:33.116223,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0183068024663655,0.0,0,654919.1400307711,304347.3791728999,354951.71519176196,self_built,metapool,4
2024-07-27 03:32:33.116217,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.036298124340712,0.0,0,631805.2077709428,302124.3217983001,341225.8831073111,self_built,metapool,4
2024-07-27 09:32:33.116212,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0383483539554097,0.0,0,636698.6331324999,302772.5500094693,347462.21416272875,self_built,metapool,4
2024-07-27 15:32:33.116207,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0012127985044326,0.0,0,642175.6711142586,299224.0758316337,358090.1708693425,self_built,metapool,4
2024-07-27 21:32:33.116202,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.092509935674175,0.0,0,650360.8181830724,293166.54251360823,337363.57525189663,self_built,metapool,4
2024-07-28 03:32:33.116197,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.063689853480781,0.0,0,646327.2943869936,292795.770486548,351174.4040945689,self_built,metapool,4
2024-07-28 09:32:33.116192,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0259386237298378,0.0,0,640300.886237705,311970.0278512913,341676.56576438405,self_built,metapool,4
2024-07-28 15:32:33.116187,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.042648564424362,0.0,0,646650.0581034132,292859.4677333112,348347.9892313304,self_built,metapool,4
2024-07-28 21:32:33.116182,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0043265051382244,0.0,0,634782.2131682368,290531.8647814837,343769.61757421464,self_built,metapool,4
2024-07-29 03:32:33.116177,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0472946459458845,0.0,0,638173.139599402,290598.82521802955,354248.87852724193,self_built,metapool,4
2024-07-29 09:32:33.116172,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0363628791644828,0.0,0,646839.4066937796,301931.6645954652,338500.7702412545,self_built,metapool,4
2024-07-29 15:32:33.116167,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.01996626683226,0.0,0,628533.6092069094,293751.8228551295,331119.28677100135,self_built,metapool,4
2024-07-29 21:32:33.116162,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.029876359172054,0.0,0,655139.8230744123,292005.4909250342,347384.45138270437,self_built,metapool,4
2024-07-30 03:32:33.116156,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.020891405958993,0.0,0,640464.2647401426,301443.75597141084,349749.8455350328,self_built,metapool,4
2024-07-30 09:32:33.116151,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.020755914501842,0.0,0,639216.4620294162,297263.26689597213,347180.7892193635,self_built,metapool,4
2024-07-30 15:32:33.116146,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0385067673854953,0.0,0,647355.572124047,312225.95651881903,343671.3399177656,self_built,metapool,4
2024-07-30 21:32:33.116141,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0393892855921991,0.0,0,632917.6611533081,294206.1855792399,343261.47942765185,self_built,metapool,4
2024-07-31 03:32:33.116136,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.01471377465198,0.0,0,636265.2947200936,297600.24484275194,341009.0441594475,self_built,metapool,4
2024-07-31 09:32:33.116131,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0228637706149812,0.0,0,640073.7920346727,305365.8306741233,334757.5825205115,self_built,metapool,4
2024-07-31 15:32:33.116126,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.006842709294098,0.0,0,633341.91465991,297934.886232264,347025.4484643537,self_built,metapool,4
2024-07-31 21:32:33.116121,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.015189558687855,0.0,0,639906.4470598475,299289.0601802218,346959.7686474169,self_built,metapool,4
2024-08-01 03:32:33.116116,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0260096703678543,0.0,0,633130.11208652,289949.5904146043,355030.8984474795,self_built,metapool,4
2024-08-01 09:32:33.116111,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9978160010990348,0.0,0,632225.3796992275,302092.33045623737,346104.4986776765,self_built,metapool,4
2024-08-01 15:32:33.116106,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0076859508995417,0.0,0,649061.733256698,291098.4244152979,343561.6662704516,self_built,metapool,4
2024-08-01 21:32:33.116101,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0656005410500473,0.0,0,633234.1354782233,297918.2205406109,339094.8547628742,self_built,metapool,4
2024-08-02 03:32:33.116096,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0592134463044571,0.0,0,650052.5975877151,285243.2815200363,350477.62011208857,self_built,metapool,4
2024-08-02 09:32:33.116091,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.010271592259268,0.0,0,641669.8032360219,302512.507144331,345609.32486294204,self_built,metapool,4
2024-08-02 15:32:33.116085,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0360909813648176,0.0,0,641785.0229977616,289718.1448636971,351598.9440663722,self_built,metapool,4
2024-08-02 21:32:33.116080,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.036128532217935,0.0,0,626704.8423970258,301241.6054768088,360938.5678132435,self_built,metapool,4
2024-08-03 03:32:33.116075,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0241645130104764,0.0,0,639924.6956933917,292917.7137225698,346073.3423203451,self_built,metapool,4
2024-08-03 09:32:33.116069,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0355670335952036,0.0,0,637141.8923748233,301525.4960866218,345924.1861033474,self_built,metapool,4
2024-08-03 15:32:33.116064,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0305461338555837,0.0,0,626450.3901125776,305398.29983719497,349487.29922478675,self_built,metapool,4
2024-08-03 21:32:33.116059,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9847389036102874,0.0,0,641499.1023318912,287241.8508579001,340853.86292579846,self_built,metapool,4
2024-08-04 03:32:33.116054,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0248924326015183,0.0,0,638711.2405174422,293795.31347020046,341762.82212875807,self_built,metapool,4
2024-08-04 09:32:33.116049,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0167289178614014,0.0,0,646146.3322812718,302316.2467044286,349235.68148385506,self_built,metapool,4
2024-08-04 15:32:33.116044,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0369054311459445,0.0,0,655869.2661668836,300792.87252729305,353444.7456457277,self_built,metapool,4
2024-08-04 21:32:33.116039,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0755085490810008,0.0,0,645881.5108205319,292659.8261446676,345153.82981308014,self_built,metapool,4
2024-08-05 03:32:33.116034,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.012126238834394,0.0,0,632748.9466477518,296733.18199341564,355038.9687111327,self_built,metapool,4
2024-08-05 09:32:33.116029,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0406828193462994,0.0,0,651638.5345043633,286271.5881882466,351576.2780064244,self_built,metapool,4
2024-08-05 15:32:33.116023,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.980050524860985,0.0,0,634428.428193804,299586.1138791301,338522.80470007885,self_built,metapool,4
2024-08-05 21:32:33.116018,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0323793008696562,0.0,0,640962.5268117406,295873.9697395797,342706.7600368293,self_built,metapool,4
2024-08-06 03:32:33.116013,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9920024013310232,0.0,0,633066.6713534906,295026.37484206987,353198.80759743205,self_built,metapool,4
2024-08-06 09:32:33.116008,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.055464341399055,0.0,0,634323.9367938959,309435.2750221023,343032.4481713458,self_built,metapool,4
2024-08-06 15:32:33.116003,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9876884320858376,0.0,0,652064.8328687272,310404.9037470651,355899.043965217,self_built,metapool,4
2024-08-06 21:32:33.115998,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.030627710623385,0.0,0,633134.0413137323,312823.60172156774,337849.6102057629,self_built,metapool,4
2024-08-07 03:32:33.115993,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0426946410216864,0.0,0,636788.9261214053,302994.06288798316,351474.53638781986,self_built,metapool,4
2024-08-07 09:32:33.115988,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0511933383557002,0.0,0,649543.9392236124,299841.59257193067,351951.7516499599,self_built,metapool,4
2024-08-07 15:32:33.115982,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0268136189639425,0.0,0,623622.343538055,304113.4906967162,345623.6701506087,self_built,metapool,4
2024-08-07 21:32:33.115977,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0421567553291957,0.0,0,646731.3688025225,298044.24312378914,347787.61844308383,self_built,metapool,4
2024-08-08 03:32:33.115972,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.03966315693574,0.0,0,640157.9723674894,288971.94029294234,343806.8955454733,self_built,metapool,4
2024-08-08 09:32:33.115967,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0496873668437927,0.0,0,635373.7908555517,302124.7138406723,341138.0940342214,self_built,metapool,4
2024-08-08 15:32:33.115962,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0217921757808295,0.0,0,646914.7206311561,289671.16666938475,345906.4708592743,self_built,metapool,4
2024-08-08 21:32:33.115957,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.986155504658116,0.0,0,646729.5503948232,310308.44991490897,343004.360698809,self_built,metapool,4
2024-08-09 03:32:33.115952,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.03001759660343,0.0,0,638300.0993609893,305117.7190321593,339319.8100468309,self_built,metapool,4
2024-08-09 09:32:33.115947,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.044515287281554,0.0,0,633743.1660584734,289605.4626714499,355315.7926194387,self_built,metapool,4
2024-08-09 15:32:33.115941,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0248585221615536,0.0,0,630414.8823522406,295411.7211199815,338170.2328662257,self_built,metapool,4
2024-08-09 21:32:33.115936,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0261457200667572,0.0,0,642586.3246280735,308363.8116020796,341544.44704514276,self_built,metapool,4
2024-08-10 03:32:33.115931,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0396034245399064,0.0,0,649540.7796936134,303577.97087362525,350882.1318446719,self_built,metapool,4
2024-08-10 09:32:33.115926,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.030958906588728,0.0,0,624437.223778448,304119.43020822015,351965.1794756975,self_built,metapool,4
2024-08-10 15:32:33.115921,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9917025059910594,0.0,0,641678.3071845609,299368.88710855367,351838.56214264507,self_built,metapool,4
2024-08-10 21:32:33.115916,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0494267493617102,0.0,0,632871.1307438419,283765.0714092041,345181.72623122117,self_built,metapool,4
2024-08-11 03:32:33.115911,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0312889714447029,0.0,0,635751.4517747064,301843.71069972013,347904.1710472223,self_built,metapool,4
2024-08-11 09:32:33.115906,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9918198044833167,0.0,0,640601.7791645477,303438.87331750273,354038.9271255259,self_built,metapool,4
2024-08-11 15:32:33.115900,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0067323656402236,0.0,0,643497.8009647478,302887.20941881277,347780.4246464754,self_built,metapool,4
2024-08-11 21:32:33.115895,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0187930855746983,0.0,0,641869.8668318079,289009.4675279913,345750.999486463,self_built,metapool,4
2024-08-12 03:32:33.115890,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0447771240208836,0.0,0,644031.5618771833,308171.2475641184,340456.93440264923,self_built,metapool,4
2024-08-12 09:32:33.115885,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0409337844324338,0.0,0,645796.146475058,296504.19229580904,356227.8352051449,self_built,metapool,4
2024-08-12 15:32:33.115880,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0208755233463023,0.0,0,642084.7085222765,292963.8286848917,356267.08799051604,self_built,metapool,4
2024-08-12 21:32:33.115875,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9892915148558871,0.0,0,642856.2643351363,305735.9474271754,349045.7189692129,self_built,metapool,4
2024-08-13 03:32:33.115870,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0673081131570938,0.0,0,635233.8370504234,312182.6931611651,355144.117365579,self_built,metapool,4
2024-08-13 09:32:33.115865,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0203570491615754,0.0,0,643377.2885945577,303162.02579418477,340885.60399133107,self_built,metapool,4
2024-08-13 15:32:33.115860,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0361069830223915,0.0,0,643093.7731823683,279141.0261048201,344526.9819602169,self_built,metapool,4
2024-08-13 21:32:33.115855,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0211794204565037,0.0,0,646600.1147831805,297466.38916471135,339692.2561455215,self_built,metapool,4
2024-08-14 03:32:33.115850,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0430467650708575,0.0,0,637127.6963419202,298430.67690871825,346015.9861053793,self_built,metapool,4
2024-08-14 09:32:33.115845,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0410266615243264,0.0,0,638184.2327621549,292012.3342894523,362375.76918257476,self_built,metapool,4
2024-08-14 15:32:33.115840,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0431150757232128,0.0,0,627949.4355632024,306589.8322339255,338258.4397864912,self_built,metapool,4
2024-08-14 21:32:33.115835,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.013638741038146,0.0,0,634243.7952467089,307718.29745256965,355890.53607327025,self_built,metapool,4
2024-08-15 03:32:33.115830,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.01609184414674,0.0,0,630703.4944520644,303382.55179696507,341601.71535436984,self_built,metapool,4
2024-08-15 09:32:33.115825,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0260909023974167,0.0,0,645569.286019352,299003.578960597,338276.0457596636,self_built,metapool,4
2024-08-15 15:32:33.115820,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0500511020018333,0.0,0,646101.4476757523,291414.13407665084,354763.54785879474,self_built,metapool,4
2024-08-15 21:32:33.115815,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0311555279241507,0.0,0,637054.2072999103,303544.5354734797,348917.37484155706,self_built,metapool,4
2024-08-16 03:32:33.115810,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0678062276128104,0.0,0,623643.8031619742,301549.5721824709,346752.62440257176,self_built,metapool,4
2024-08-16 09:32:33.115805,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0204803487873189,0.0,0,642228.6126406174,307131.9246203519,344143.68888612045,self_built,metapool,4
2024-08-16 15:32:33.115798,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.006245567170856,0.0,0,632440.1834033546,297456.25780933996,348730.0842661592,self_built,metapool,4
2024-08-16 21:32:33.115793,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.993306265081794,0.0,0,641394.6795030609,295321.9230695029,338170.1988415778,self_built,metapool,4
2024-08-17 03:32:33.115787,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.051758641547293,0.0,0,648928.8288114738,300538.5556669212,343692.303176828,self_built,metapool,4
2024-08-17 09:32:33.115782,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.011157831089342,0.0,0,641566.237904582,294784.0424725148,354121.751114248,self_built,metapool,4
2024-08-17 15:32:33.115777,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0359900952977248,0.0,0,643920.9336672402,300733.86982022075,349577.4794892205,self_built,metapool,4
2024-08-17 21:32:33.115772,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0281656690568528,0.0,0,636792.7126932184,292546.071822896,340483.84482050687,self_built,metapool,4
2024-08-18 03:32:33.115766,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0152473039825811,0.0,0,633013.4733268948,298774.96604153485,339733.9409880651,self_built,metapool,4
2024-08-18 09:32:33.115761,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0440500452347523,0.0,0,641042.1610279517,304374.2224066784,355549.22191097087,self_built,metapool,4
2024-08-18 15:32:33.115756,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0216560714948872,0.0,0,631720.9043723092,292200.28496763454,347679.29040909855,self_built,metapool,4
2024-08-18 21:32:33.115751,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0120002259198357,0.0,0,647425.5683555553,289609.8341225743,337921.9818676552,self_built,metapool,4
2024-08-19 03:32:33.115745,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0493845110034017,0.0,0,640900.3243946213,297456.5361049325,355284.5211353324,self_built,metapool,4
2024-08-19 09:32:33.115740,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.051492713122623,0.0,0,638680.2016602458,293275.19034228445,351232.7424808865,self_built,metapool,4
2024-08-19 15:32:33.115734,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0261388195722887,0.0,0,642165.4365581488,296488.1637801296,344151.34285324457,self_built,metapool,4
2024-08-19 21:32:33.115729,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.025989823821096,0.0,0,635307.7121393773,296572.94959790114,348349.7829666026,self_built,metapool,4
2024-08-20 03:32:33.115724,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0443744848050498,0.0,0,634579.5932462424,299246.4380548931,341347.44425942434,self_built,metapool,4
2024-08-20 09:32:33.115718,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.026719314932542,0.0,0,634117.6178049892,307391.3356986624,343841.08327669447,self_built,metapool,4
2024-08-20 15:32:33.115713,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9581458591847103,0.0,0,640946.1027702714,286915.2307507781,352323.38292610797,self_built,metapool,4
2024-08-20 21:32:33.115707,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0313279451418405,0.0,0,639108.7220722925,298353.71109722776,346215.7831577133,self_built,metapool,4
2024-08-21 03:32:33.115702,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9790873461625628,0.0,0,641624.0805207762,304374.0697533245,344673.39904526604,self_built,metapool,4
2024-08-21 09:32:33.115697,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0089950241662162,0.0,0,642847.4323346199,301507.3289187539,334139.87977018935,self_built,metapool,4
2024-08-21 15:32:33.115691,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0387363590136356,0.0,0,644631.5630176229,288951.4044220264,349309.5150687843,self_built,metapool,4
2024-08-21 21:32:33.115686,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0561043355230186,0.0,0,643181.9702666395,297899.18608182925,360846.32885014964,self_built,metapool,4
2024-08-22 03:32:33.115681,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0254881636815278,0.0,0,638448.7750601529,293847.70105678885,351089.2651409263,self_built,metapool,4
2024-08-22 09:32:33.115675,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0264569604354805,0.0,0,646149.8443042323,302648.41548475256,346172.8451231916,self_built,metapool,4
2024-08-22 15:32:33.115670,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.052944677435674,0.0,0,643492.1966247654,293127.8645548135,347526.0242804712,self_built,metapool,4
2024-08-22 21:32:33.115665,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0327948058599967,0.0,0,631077.3214859274,300726.5893790432,349990.2410835382,self_built,metapool,4
2024-08-23 03:32:33.115659,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0273817908069234,0.0,0,651449.4201291589,294518.6896817038,349604.3715198789,self_built,metapool,4
2024-08-23 09:32:33.115654,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0233987273139544,0.0,0,652140.1530194718,304338.1765790675,358584.32720711164,self_built,metapool,4
2024-08-23 15:32:33.115648,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,1.0243348214171635,0.0,0,646189.0259478929,295964.51854623994,342143.46853797114,self_built,metapool,4
2024-08-23 21:32:33.115643,0x8474DdbE98F5aA3179B3B3F5942D724aFcdec9f6,musd,0.9987631173680414,0.0,0,647614.459894858,304706.0736397017,346322.7752769641,self_built,metapool,4
